,date,username,displayname,location,language,tweet
3099,2022-10-09 00:15:47+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@Eliyahu_a איש אחד פעם אמר שאופי לא קונים במכולת, אז שתדע שטאקט לא מזמינים באמאזון"
3100,2022-10-09 00:08:57+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,היא סבבה והכל אבל נגד חמישה זרים
3101,2022-10-09 00:02:48+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@Mayaporat1 יש כבר אבוקדו כל השאר זה בונוס
3102,2022-10-08 23:37:30+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@ZoharNeufeld @ElizaStanlen תחזרי בך
3103,2022-10-08 22:42:46+00:00,tlvzmudedeideia,@,"Ceará, Brazil",pt,Eu e Levy aqui https://t.co/IG7U0VHLY7
3104,2022-10-08 22:29:09+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@JaneAdams95 אבא שלך זה סופר סת""ם? כי אני רוצה לקרוא בך כל שבת"
3105,2022-10-08 22:14:34+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,3 ספרינטים למשחק הפתיחה של המונדיאל
3106,2022-10-08 20:42:21+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,מרינוביץ' עמד היום גם בין הקורות של הנוער וגם של דורטמונד
3107,2022-10-08 19:37:47+00:00,Odogwu_Aziza,Ô AZIZA ⚔️,LAND OF DWARVES🌗,en,If you have money to be throwing around for Agradaa then the government have every right to take the E levy…!! Aban y3 de3 wop3 wai.
3108,2022-10-08 18:39:02+00:00,i_am_cerioux,Dunamis,In Christ,en,@1timefortheking Make Addo D take the e levy money give am 😂😂😂😂😂😂
3109,2022-10-08 18:28:31+00:00,GhPublisher,Ghanaian Publisher,,en,Gov’t Grabs GH¢328.80m from E- levy at the end of September 2022 – GRA https://t.co/OMACK4r6aa
3110,2022-10-08 17:23:54+00:00,claradiko,ℭ𝔩🖤,"Nilópolis, Brasil",in,@lutherPr1nce @beatrizitti Caleb e Levy
3111,2022-10-08 14:10:18+00:00,Metayelet,Ayelet 🇰🇷,ירושלים/מעיין ברוך,iw,@ravid_e_levy מצטערת דש לאח שלי
3112,2022-10-08 14:09:48+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@Ricoooooos שילמד איך מתנהגים מאופק ביטון, שנשלח לקטמון בניגוד לרצונו ועדיין לא חגג נגדנו"
3113,2022-10-08 14:06:38+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@adambarzel אייל הראל היה מוסר מאחורי הגב 5 דקות מוקדם יותר אם היינו עם 5 זרים בסגל
3114,2022-10-08 14:03:40+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@e_ya_l פליז מה זה מלשבים בקונטקסט הזה פעם שנייה שאני שואל בפלטפורמה
3115,2022-10-08 14:02:15+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@Metayelet מזדהה בתור אחד שהאישיות שלו כרגע זה לקפוץ לבסיס בשבת בלילה
3116,2022-10-08 13:55:27+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@GloryTsoi כשאחת תגיע לישראל ותשאל אותי את זה, התשובה שלי תהיה טנק מרכבה סימן 4"
3117,2022-10-08 13:53:37+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"אתמול היו באולם כמעט 3500 איש. נוריד את הקטינים שבהם ונגיע ל2500 מנויים. נכון להיום יש כ2000 חברי עמותה.
קצת יותר מ200 איש נרתמו לקמפיין של 5 זרים בתוך יום, עם סכום שמהווה 10% מהיעד הסופי. משאיר לכם חומר למחשבה על התרחיש שבו יירתמו 80% מחברי העמותה והמנויים (בלי כפוילויות)."
3118,2022-10-08 13:21:27+00:00,sapatrouxaa_,let ⚢ 📌ver o fix📌,"São Luís, Brasil",pt,Eu e levy todo dia no ônibus da ufma https://t.co/aeinQHJJPT
3119,2022-10-08 12:56:11+00:00,peacefmonline,Peace FM Online,Ghana,en,Weve-Collected-32880million-From-E-levy-As-At-September-2022---GRA-Discloses https://t.co/rbvmxYdFdU https://t.co/z8g8THMTZA
3120,2022-10-08 12:53:22+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@lindi_orginal מה זה מלשבים
3121,2022-10-08 12:39:29+00:00,mannyrusher,Facade 🇧🇷,"Accra, Ghana",en,Ah you Dey send money to your own bank too them Dey charge e levy? Ah
3122,2022-10-08 10:59:00+00:00,independent_gh,The Independent Ghana,"Accra, Ghana",en,"Total Mobile Money transactions fall by 2% year-on-year in August 2022; E-levy impact marginal #INDnews #Momo #Elevy #TheVillainINeverWas 
https://t.co/rnGgbKS1Me"
3123,2022-10-08 10:56:21+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@LiamZwickel @HapoelTLVBC אל תהיה תמים, הסיבה היחידה שהם שותפו אתמול היא כי הובלנו ב30 הפרש. יש לנו את הבסיס הישראלי הכי טוב בליגה, והגיע הזמן להוסיף לו זר חמישי בשביל לקחת תארים ברבים.
העונה אנחנו כבר הרבה מעבר לקבוצה שמתחרה על מקומות 7-8. צריך לשנות התפישה ולהיות גם תחרותיים, לא רק לקדם את דור העתיד."
3124,2022-10-08 10:20:04+00:00,LiamZwickel,ליאם צביקל,,iw,"@ravid_e_levy @HapoelTLVBC בדרבי ובכל העונה, כן."
3125,2022-10-08 10:08:32+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LiamZwickel @HapoelTLVBC כי הזר החמישי יקבל דקות על חשבונם בדרבי?
3126,2022-10-08 10:01:21+00:00,Blessed_Meek,Kwame Amoah 🇬🇭,Ghana,en,"@edem_makafui Gosh! Does your statement get to involve your political stand? 

 It will be imprudent to think your political party has E - Levy all structured well. 

And kindly educate your on taxes ok."
3127,2022-10-08 09:07:55+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@HaOshIa ב9 עד אמצע הלילה ואז ב4, בחסות הצום בכיפור"
3128,2022-10-08 08:49:37+00:00,JaneAdams95,Janeaddams,,iw,@ravid_e_levy @HaOshIa כבר לא חחחחח
3129,2022-10-08 08:48:43+00:00,worla18,MAWUSI TRANSPORT SERVICES,Tema,en,Honorable every thing is fine but the E levy ooooo https://t.co/W3hbJ7a4tg
3130,2022-10-08 08:42:10+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 @HaOshIa יאללה ראטיו https://t.co/NEGKIC5uq6
3131,2022-10-08 07:43:11+00:00,moturner17,233PORTUGAL 🇬🇭🇵🇹👑,"Western, Ghana",en,"All the e levy and others taxes should NOT b the same for all networks in Ghana. Why? Because the quality of services amongst these networks for ghana here b different.  @MTNGhana b ""the best"" @airteltigoghana b ""the worst @VodafoneGhana b ""good""."
3132,2022-10-08 07:07:58+00:00,Alhaji_Bandaa,Louis Gustavo,"Accra, Ghana",hu,@IamAbdul___ E levy
3133,2022-10-08 03:01:18+00:00,SATraveler2,SATraveler,,en,"@wagnerplp @louietraub @DanRather Hydrogen Peroxide Nebulization and COVID Resolution 
Impressive Anecdotal Results 
Commentary by Thomas E. Levy, MD, JD 
https://t.co/GwxyOmudqF"
3134,2022-10-08 02:19:42+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@Afrodit67971496 @ido_dotan עתודאי מתכנת באמ""ן :)"
3135,2022-10-07 23:32:39+00:00,Afrodit67971496,Ayala,אגן הים התיכון,iw,@ravid_e_levy @ido_dotan ממרם
3136,2022-10-07 22:38:21+00:00,SantaMilton1,Gemini god 🦅,"Greater Accra, Ghana",en,@WorkWithSimpey Cos even gh5 sef u hv to pay for e levy …crook govt
3137,2022-10-07 22:08:41+00:00,winstontackie,Winston Tackie,Republic of Ghana,qme,#ELevy #Tax #MoMo #GRA #Ghana #audioleak #MetroTV #GoodMorningGhana #GoodEveningGhana #Parliament #Africa #Revenue #climatechange https://t.co/yYqpiR9EVn
3138,2022-10-07 21:06:23+00:00,RockBiel7,Rockbiel7,São Paulo,pt,"A dupla Live e Levy é uma das coisas mais pavorosas do R6, ano passado eles tavam voando..."
3139,2022-10-07 19:58:08+00:00,naankansah,naana nkansaa agyekum,"Accra, Ghana",en,So I ask @GhanaRevenue again. What is the taxable amount. How can you charge for my first transaction even below Ghs100. You want to charge #elevy at all cost abi. It's no more funny. https://t.co/rZL57XeQlC
3140,2022-10-07 19:45:12+00:00,Maxim_Grinblat_,Maxim Grinblat,Israel,iw,@ravid_e_levy @ido_dotan עתודאי אה
3141,2022-10-07 18:29:59+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@shalev__shitrit קשה להתרכז עם השירים ביציע
3142,2022-10-07 18:14:30+00:00,shalev__shitrit,שלו שיטרית,,iw,@ravid_e_levy כמה עמודים הספקת לקרוא בזמן שטיפלו בתקלה?
3143,2022-10-07 17:49:57+00:00,theo_daa,goddeyinside,,en,@GhanaRevenue By taking a tax on a 5.00 transaction I made please. (E levy)
3144,2022-10-07 17:41:09+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@stav_shoshan @lindi_orginal בצוותא עם פאביו ג'וניור
3145,2022-10-07 17:12:54+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@ido_dotan בחוץ יחטפו אותך
3146,2022-10-07 16:38:08+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@AzranMor כי אוהדים הם אלה שמנהלים אותה
3147,2022-10-07 16:30:13+00:00,PiquouzeAgogo,Ben voyons,Cotentin,fr,"@ivanrioufol @Causeur Le duo de choc E Lévy Y Rioufol, ca promet de la grande qualité"
3148,2022-10-07 16:23:59+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,אפשר שמישהו יעשה פארודיה לתופעה הזאת? https://t.co/uiDvmVi0Fv
3149,2022-10-07 12:23:40+00:00,pablo_escorba3,Big Smoke,No where on planet earth,en,@tv3_ghana I am 💯with you even.When sending 1cedis on Vodafone you’re been charged e levy
3150,2022-10-07 11:42:50+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"יציע רגל: נאצות, אבוקות וזריקות חפצים
יציע סל (לא דרבי): https://t.co/fiZmOthwGK"
3151,2022-10-07 10:04:44+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@odemkatzzz בתור ג'ובניק אתה טועה טעות מרה
3152,2022-10-07 09:52:36+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@GloryTsoi אנשים שמעשנים מחוץ למרפסת/מחששה שלהם &lt;&lt;&lt;&lt;&lt;
3153,2022-10-07 09:19:23+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 כי התמכרתי מה3 פעמים שהייתי שם
3154,2022-10-07 09:04:03+00:00,JaneAdams95,Janeaddams,,iw,@ravid_e_levy למה לונדון?
3155,2022-10-07 08:59:25+00:00,AbrantieKwesi1,✨ÀBRÂÑTÏÉ✨🇺🇸🇬🇭,"Accra , Ghana",en,"Do you people pay attention to the e-levy charges lately ? Just sent 150 and the levy charge was 2.27🤔🤔 has the percentage increased?
#elevy"
3156,2022-10-07 08:57:26+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,en,@mayayalov And not a single punctuation mark was made that day
3157,2022-10-07 08:45:57+00:00,obiMpenaAustine,Austine Woode,Akomadan,en,"These people lied that e levy(5bn annually) was going to salvage the dire situation but you look at the numbers and the solution isn't 5bn cedis because the hole is much deeper 
They were going to use the future revenue to borrow more but it failed because Ghanaians resisted"
3158,2022-10-07 08:44:14+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@GloryTsoi @YourMomsFave123 בן 22 ועדיין גדל על blink-182
3159,2022-10-07 08:24:58+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 עוד חורף להיזכר שלא חזרתי עדיין ללונדון :/
3160,2022-10-07 02:30:22+00:00,Kammyllymayte18,Maitê ♡,Mãe&Pai 🌷👨‍👩‍👧😪,pt,"Tenho que compra os presentes das minhas crianças, Maitê,Alice Isabella,manu e levy ❤️🥳🥳"
3161,2022-10-07 00:28:19+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@francoyaniv הרבה מאיתנו חוטאים מדי פעם ויורדים על השחקנים, וחלק יגידו שבצדק, אבל תחשבו איך להיות שנואים כל כך גורם להם להרגיש (ובואו, השחקנים שלנו לא מהסוג שטוחן מיליונים). גם אם זה לא נראה לכאורה, תהיו בטוחים שהחיים שלהם ממש לא קלים, במיוחד לא בימים אלה."
3162,2022-10-07 00:23:45+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@ShaboShay @Avni_Adi @GalonItay @francoyaniv ""מנרמל"" https://t.co/nrWC8j85VH"
3163,2022-10-06 23:44:19+00:00,kamp4o,K A M P 4 O,,es,"a pt contra era o zaak, Peres, Yektz e Levy https://t.co/GyjvbxrHu6"
3164,2022-10-06 23:17:40+00:00,Specky_D,Specky!,,en,@RatinSirr @thenanaaba Please they brought E levy …🤣🤣🤣 why laidat?
3165,2022-10-06 23:12:09+00:00,roi_zaga,Roi Zaga I רועי זגה,,iw,@ravid_e_levy לדעתי כן. יש גם תלמידים בתיכון וחטיבה
3166,2022-10-06 22:57:17+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@galelad @roi_zaga רק אומר שהפועל פתח תקווה גייסו הקיץ בערך 15 אחוזים מהסכום, והקהל שלנו עם הרבה יותר פוטנציאל מהפועל פתח תקווה."
3167,2022-10-06 22:55:41+00:00,Rianzito94,Rian Alves,"Rio de Janeiro, Brasil",pt,@DboraPi29250063 @ped_pau_vid @CentralEleicoes Três Rios e Levy Gasparian tbm
3168,2022-10-06 22:54:18+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@roi_zaga קוראים לזה עמותת אוהדים, וזה צריך היה לקרות לפני 6 שנים"
3169,2022-10-06 22:53:26+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@roi_zaga לא הבנתי, עדיף שהמונדיאל ייפול בקיץ על תקופת מבחנים?"
3170,2022-10-06 22:47:14+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@HadarMuchtar @AbirKara2 @PZelekha די בבקשה שה1 בנובמבר יגיע כבר
3171,2022-10-06 21:55:46+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@roi_zaga מה אפשר לצפות מערוץ שנותן במה לסיימון לבייב
3172,2022-10-06 18:51:18+00:00,FIRE56455851,FIRE 🔥,,en,I have come to notice that any amount u send on momo now #ELEVY applies 💔💔💔
3173,2022-10-06 18:46:58+00:00,Lolo9103927591,Lolo91,"Essonne, Ile-de-France",fr,J’aime bien E Lévy mais dire que les gens ont regardé leur porte monnaie même si Zemmour avait raison sur l’immigration c’est nier que si notre porte monnaie sonne creux c’est justement à cause de cette immigration incontrôlée qui nous coûte l’effondrement de notre système
3174,2022-10-06 18:30:45+00:00,shalev__shitrit,שלו שיטרית,,iw,@ravid_e_levy אוף
3175,2022-10-06 18:22:39+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,qam,@noamyos @shalev__shitrit
3176,2022-10-06 18:15:00+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@Ricoooooos אתה מתבאס על הביטקוין, אני מתבאס על שלא הימרתי ברצף על מכבי בכל הדרבים מאז 2014, אנחנו לא אותו דבר."
3177,2022-10-06 18:05:45+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@mayayalov אני וההומיז כשגלוך שולח את זהבי לאחד על אחד מול הקיווי
3178,2022-10-06 17:42:25+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@shalev__shitrit מה פחות סביר ניצחון בדרבי או שביטון יתפוס את דין דוד בנבדל
3179,2022-10-06 17:23:55+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,הדבר האחרון שצריך בנוסף לדרבי זאת הסלמה בצפון על חשבון מחר מול אילת
3180,2022-10-06 17:23:16+00:00,ouroboros_357,PanGoal1 🐢🐢🐢 φ 🔻,Nissa la Bella - Nice,fr,"@salomesaque @Laurent__l Soutien Mme Saqué. Être attaquée par le torchon xénophobe de E Levy vous honore. Vous dérangez leur narratif climatosceptique, vous contribuez  à éclairer sur la nécessité de la sobriété et de la bifurcation, bravo et force à vous"
3181,2022-10-06 17:19:33+00:00,shalev__shitrit,שלו שיטרית,,iw,@ravid_e_levy ״הסתברות של אחת נקודה פסיק שתיים אחוז שדבר כזה יקרה״
3182,2022-10-06 16:59:17+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@eitan_leshem אני מצטער כבר כמעט 6 שנים
3183,2022-10-06 16:51:04+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"וכמובן, תודה לכל האוהדים המדהימים שנתנו להם לגיטימציה ועשו מנוי. במו כספכם סתרתם את זה שאהבה לעולם לא נכשלת ❤"
3184,2022-10-06 16:49:44+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"גם בתקופות בגרויות, מבחנים באוניברסיטה, טירונות ולאומית לא הייתי כל כך אדיש להפועל כמו היום.
בשיא חוצפתם הם עוד עושים מרצ'נדייז על חשבון ההתעללות המסתמנת בשני, שתצוין בלוח השנה כיום זיכרון, אזכרה, צום, you name it.
&lt;&lt;&lt;&lt;&lt;"
3185,2022-10-06 16:21:57+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LayousGoat תאשימו רק את מי שעשה מנוי
3186,2022-10-06 16:21:54+00:00,roee_politi,פוליטי,,iw,@ravid_e_levy כן
3187,2022-10-06 16:21:12+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@roee_politi ואם יהיו אלפיים בעמותה אז תיקו?
3188,2022-10-06 16:17:07+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,דלפ ביטון יפצה אותנו בדרבי
3189,2022-10-06 15:55:06+00:00,TourismFund,Tourism Fund,"Africa, East Africa, Kenya",en,"Remember to file your 2% Tourism Levy for the month of September 2022, on or before the 10th day of October. only 4 days to go. #tourismfundke #eLevy https://t.co/m26VYpexK6"
3190,2022-10-06 15:51:31+00:00,medeirosxgab,gabi🦋,"Manaus, Brazil",pt,eu e levy 🤝 errar as mesmas questões pq não leu tudo kkkkkk
3191,2022-10-06 15:31:18+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LidorUdi9 תביא קודם 10 אלף לייקים
3192,2022-10-06 15:28:45+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@JaneAdams95 כבר אמרתי בספייס שאין יותר טלוויזיה בטלוויזיה, אלא רק צהוב/חדשות/ריאליטי"
3193,2022-10-06 15:26:53+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@NoamPrinz תמיד היית
3194,2022-10-06 15:24:33+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@LayousGoat @HapoelTelAvivFC הולכים להתבזות אז בואו נעשה מזה מרצ'נדייז
3195,2022-10-06 15:23:09+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@amitvb99 @avimaman4 מעדיף כבר את שפיגלר מאשר הצרחות שלו כל פעם ששרי עובר את החצי
3196,2022-10-06 15:15:45+00:00,amitvb99,Amit Vigdor Bart,,qam,@avimaman4 @ravid_e_levy
3197,2022-10-06 14:26:07+00:00,Souusa24,Beatriz Sousa ✨,,pt,"Liz e Levy acordou agora , dormiram bem 🙌😂🥰"
3198,2022-10-06 14:05:39+00:00,yam_timor,Yam,israel,iw,@ravid_e_levy @gilad_only @raz_kaplan תסתכל ברשימות שלו
3199,2022-10-06 09:15:54+00:00,maakumi,Shenanigans 💅🏾,ERROR 404,en,Why are they charging me e levy on my first transaction for the day that is less than 100 Gh??
3200,2022-10-06 06:02:58+00:00,Maxim_Grinblat_,Maxim Grinblat,Israel,iw,@ravid_e_levy אני פתחתי ריאל היה סגור. העברתי למילאן איכות חרא אבל פתוח
3201,2022-10-06 05:58:23+00:00,GodWIN32963305,GodWIN,,en,@wemovefc @SenyoAj @Serwaa_Amihere @wemovefc smh 🤦‍♂️ you really dey Ghana? Charley Charley! E Levy alone errrh but at the end what do we  gain as citizens. The country is FVckd up. Go and sin no more.
3202,2022-10-06 05:42:24+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@yam_timor @gilad_only בהול איך נכנסים לפיד הזה
3203,2022-10-06 05:41:42+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"יש יותר אס""ק מהיום?"
3204,2022-10-06 05:35:43+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@Maxim_Grinblat_ ריאל קיבלה שידור בHD ומילאן הייתה בגולד
3205,2022-10-06 05:22:21+00:00,Maxim_Grinblat_,Maxim Grinblat,Israel,iw,@ravid_e_levy דווקא הערוץ היה פתוח.... לעומת ריאל שהיה סגור
3206,2022-10-05 22:16:31+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@YanivMoran @TheSportAgent1 @eranlaor אבל זה אולי אומר שחיפה תסיים בסטייל עם תיקו בפריז ושער במספרת של דין דוד
3207,2022-10-05 20:58:04+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@roee_politi זה אכן דלפ כי כולם מסכימים שאלגרי עינוי לעיניים
3208,2022-10-05 20:20:03+00:00,LayousGoat,Lionel Layous,,iw,@ravid_e_levy לוקח קבוע הייתה בכל הדרבים של הסל עונה שעברה אל תדאג
3209,2022-10-05 20:19:06+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"@LayousGoat חבל על האכזבה, עדיף לקחת אותה לסל"
3210,2022-10-05 19:34:00+00:00,Sarkodiebalaw,Sarkodie Ba LAW,,en,Look at hw we hv all forgotten that the E levy is generating income for this government..
3211,2022-10-05 18:55:17+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,"לא להאמין שפריז וריאל עם משחקים בלי עניין מקבלות עדיפות על מפגש בין מילאן לצ'לסי, שמשודר בערוץ סגור בשידור בלי HD."
3212,2022-10-05 18:46:59+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 הוא בטוח מתגאה בך ודואג שתיכתבי בספר החיים ❤
3213,2022-10-05 17:52:33+00:00,LawrenciaMmaa,Adoliyine92,"Bolgatanga, Ghana",en,"@hughes_onair Sakawa Govt , they will charge u e levy on even Ghc 50 u send once a day."
3214,2022-10-05 17:41:31+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@JaneAdams95 התקדמתי ב150 עמודים באנגלית
3215,2022-10-05 17:40:36+00:00,Ebeneze31742809,Ebenezer Mensah,,en,@hughes_onair I always bypass e levy
3216,2022-10-05 17:18:55+00:00,ravid_e_levy,🇮🇹Ravid Levy🇮🇹,Tel Aviv,iw,@AlonDafni @LayousGoat @Resheftr הדרייב אין בלוקיישן תחבורתי הכי טוב מכל מה שצפונית לירקון
3217,2022-10-05 16:39:49+00:00,avi_pezo1,Avi Pezo,,qam,@nocontextfooty @ravid_e_levy
3218,2022-10-05 13:53:52+00:00,PaakofiSinatra,Paakofi Sinatra 🇬🇭,"Tema, Ghana",en,E levy being charged on transactions less than 100 cedis https://t.co/wKPoypgYbs
3219,2022-10-05 10:59:07+00:00,SamuelB05713949,Samuel Blue,,hu,@PulseGhana E levy 🤣
3220,2022-10-05 10:21:35+00:00,hon_adutette,Lavender Glides,Ghana,en,"@obiMpenaAustine @FarmsRich @PeterObi Many of those are disappointed NDC and NPP members 
They'll win and act to favor their old love just like the Fomena mp
He could have save us a lot esp E Levy
If you can fight in NDC or NPP position then we can win. Let's fight for such people"
3221,2022-10-05 08:05:35+00:00,Asiedu28133413,Asiedu,Ghana,en,"@YalleyC @Joy997FM The introduction of the E levy was wrong , government is doing everything possible to tighten the economy of hardship, no job ,....why @NAkufoAddo"
3222,2022-10-05 07:23:50+00:00,GHANANEWSAGENCY,Ghana News Agency,"ACCRA, GHANA, WEST AFRICA",en,"SSNIT to introduce E-levy-free ‘Momo’ contributions

#GhanaNewsAgency #GNA https://t.co/OQ4u7Rjltf"
3223,2022-10-05 07:15:07+00:00,toymacine_,Salifu Dagaati ⚰️,"Accra, Ghana",en,@Joy997FM @MBawumia @Yawhamoah u see why I won’t ever rate this gov …the last part …1% on investment which was abolished …he said even to think bout it …..then fast forward …they bring e levy …just listen to him talk and see where we are
3224,2022-10-05 03:35:28+00:00,pazzoperrep,PazzoPerRepubblica,,fr,"La prima pagina di oggi. 
Houellebecq (e Lévy) nel colonnino Storie. https://t.co/l3ZMW7Bjsm"
3225,2022-10-05 00:23:54+00:00,pac_lyf,JOE,,en,@_imKwessi @gyaigyimii You Dey hia E levy charges 😂😅
3226,2022-10-04 23:45:02+00:00,mawusevuvor,|Dr. Exxe 💻🎧| 🇬🇭🇳🇬|,Planet Earth,en,@DzidzorKofi E levy is killing it.
3227,2022-10-04 22:15:34+00:00,NtimDarkwah1,Ntim Darkwah,,en,@NYB_LIVE @dkbghana is trying to say they should have calculated the e Levy on 160gh since the first 100gh is free of e Levy
3228,2022-10-04 21:25:52+00:00,Kobbymens8,Kobby_mens,,hu,@PulseGhana E levy
3229,2022-10-04 19:54:56+00:00,HabeebSterlen,Habeeb🇬🇭,Freedom and Justice ,en,One part of the Government is trying to generate revenue through E -levy the other part of the government wants to block sims because people have not linked their Ghana cards . 🤣🤣🤣🤣🤣🤣🤣🤣 https://t.co/BYtuGGxuj6
3230,2022-10-04 19:44:17+00:00,Niipassy,D'Pasquale ,IN CHRIST,en,E levy is annoying!
3231,2022-10-04 17:21:46+00:00,3NewsGH,#3NewsGH,"Accra, Ghana",en,"The E levy is unpopular due to the politics around it. Do more than just reducing the rate from 1.5% to 0.5% - Dr Bamfo

#GhanaTonight https://t.co/qMXYng4iib"
3232,2022-10-04 16:04:12+00:00,SeteFrance,Sete France #NUPES #BDS #MELENCHON,,fr,"La frumka ancêtre de la burqa ? via @MediapartBlogs https://t.co/GWRCY7ZQTV Demandons nous pourquoi les Waintraub, les E.Lévy, les Enthoven, les BHL, les Goldnadel, Rioufol etc vont chercher en Afghanistan et en Iran des symboles de soumission alors qu'ils sont bien lotis...."
3233,2022-10-04 15:52:01+00:00,BounceMovies,bouncemovies.com,World,en,SSNIT to introduce E-levy-free ‘Momo’ contributions  https://t.co/6zWfUm63nQ
