,date,username,displayname,location,language,tweet
1016,2022-04-15 03:25:38+00:00,FarahFeminist,FarahTheFeminist,,fr,@SudRadio @lapin47 @ELevyCauseur @francoisedegois @JLMelenchon Merci @francoisedegois . Et E.Levy c’est la même qui défend la liberté d’importuner !
1017,2022-04-15 01:08:38+00:00,JuliusTawiah3,Julius Tawiah,,en,@PulseGhana So the question is if he’s also suffering why e levy..?
1018,2022-04-15 01:01:15+00:00,odranrebb,miguel!,"777 | 19, ele/dele.",pt,@booliyue quem é levy?
1019,2022-04-14 23:19:42+00:00,bidule_man,Bidule Man,,fr,"@SudRadio @ELevyCauseur @francoisedegois @JLMelenchon Le communautarisme juif n'existe pas.
La preuve E. Levy fuit le studio dès qu'une opinion contraire s'exprime librement sur le sujet.
Elle le fait expres ou quoi ?
Merci à F. Degois d'avoir gardé son calme.
Et merci à Sud Radio de laisser s'exprimer les opinions pluralistes.
🥱😉"
1020,2022-04-14 22:48:22+00:00,iamleslieclarke,Mr. Clarke,Ghana,hu,@GiovaniCaleb E - levy solve am ooo
1021,2022-04-14 21:33:58+00:00,majoraseno,Dr Simon Batamya Aseno 🇬🇭 🇺🇸,United States ,en,I can’t help but laugh #Elevy https://t.co/hSd8ticRPH
1022,2022-04-14 21:12:31+00:00,therealopambour,Apuuuutorr 👊🇬🇭,"Asylum down, Accra-Ghana",en,@francis_abban is asking critical questions on E- Levy. Tune in to #StateOfAffairs on @GHOneTV right now
1023,2022-04-14 20:51:33+00:00,ChrisMawuli3,Chris Mawuli,,en,Vodafone all de way in May if e levy starts vodacash will be operating in my system I join de red world cus corrupt country Ghana n thieves mtn joining to do business together 3be y3 hu.0201397244 Vodafone power to u 👍✅🇬🇭😂😂
1024,2022-04-14 20:35:36+00:00,ThiagoLizp,Thiago de Liz 3% 🌹💚🇧🇷,,pt,"@NildoOuriques Qdo permitiu a concentração bancária e o maior lucro bancário da história. Quando, tendo o congresso na mão e mais de 80% de aprovação, não fez as reformas de base. Não fez NADA que deixasse legado. Se ajoelhou a Meirelles e Levy e por fim, foi ajoelhado.
O casamento está selado."
1025,2022-04-14 20:35:29+00:00,Youthberry2,Kwame Nkrumah Jnr.The TRAVELLER.𓃵,Canada Germany Ghana ,hu,@GiovaniCaleb E levy
1026,2022-04-14 19:58:56+00:00,nathan_eboyi,eboyi nathan,Winneba,en,"@kwadwosheldon , The information reaching me indicate that: Judas has refused to accept Momo transaction due to E levy. 

Banks have closed now. 
The people are now looking for options. 
Jesus is likely to be alive to witness how we celebrate his death and party. 
🔥😜😜😜"
1027,2022-04-14 19:49:35+00:00,axtonic1,#RePent ooo💪🏻🇬🇭🇬🇭,world wide,en,Reliable source they talk say     Judas say he no go take MOMO cus them go charge E levy for top
1028,2022-04-14 19:47:08+00:00,SteffJAfrica,SteffJAfrica 🇬🇭🌏|Blogger |,"Greater Accra, Ghana",en,@PulseGhana Yes we know when you start collecting E Levy ur suffering will stop🙄
1029,2022-04-14 19:42:02+00:00,francis_abban,Francis Abban,"Accra, Ghana",en,Tonight at 9pm let’s have your E levy questions before Easter begins. #StateOfAffairs on @GHOneTV https://t.co/bJTPHESTBQ
1030,2022-04-14 19:03:43+00:00,kanyejeffery,King Jeff,Dansoman-Accra,en,Very soon Judas go claim the money buh this time he say he no dey like momo sake of dem go tear am e- levy 😂😂😂😂😂
1031,2022-04-14 18:55:12+00:00,thegbcghana,Ghana Broadcasting Corporation,"Accra, Ghana",en,"Electronic transactions made through https://t.co/TUSQPA5R3A platform will not attract E-Levy- GRA

https://t.co/rLTe2UfGQ9"
1032,2022-04-14 18:38:28+00:00,radiovelha,marizinha,"Abidjan, Paris",fr,"@SudRadio @lafepaschier10 @ELevyCauseur @JLMelenchon Heureusement que Zemmourof s’est fait méchamment ratatiner à 7%, stoppant net la nazification du pays. Des petites saletés comme E. Levy en resteront au stade de chroniqueuses, sans plus de responsabilités."
1033,2022-04-14 18:16:12+00:00,Rgina3Regina,Régina 🇫🇷 #LOLA♥️#Soutien Suspendus 33,,fr,BRAVO Mme. E.LEVY pour votre franchise et votre pertinence.
1034,2022-04-14 18:14:22+00:00,Rgina3Regina,Régina 🇫🇷 #LOLA♥️#Soutien Suspendus 33,,fr,"BFM Heureusement que E.LEVY est là pour aller dans le sens de MLP sur les soignants, après le meeting d’Avignon, à l’heure des pros, car les autres ont été infectes comme d’habitude y compris PRAUD."
1035,2022-04-14 18:03:10+00:00,AmoahPr68543929,GH policies🇬🇭🇬🇭🇬🇭,"Asamankese, Ghana",en,@gyaigyimii E - levy  nti  he won't take it through Momo 😂
1036,2022-04-14 17:23:36+00:00,Nanajosh_,#Geshiegege,🇬🇭 PROUD WESTSIDER ,en,Judas cashout dem tear e -levy
1037,2022-04-14 17:01:24+00:00,amarrah02,Amarrah 🌟,"Accra, Ghana",en,"I gladly support #Elevy to bone.....
#ElevyForDevelopment
#BuildingGhanaTogether
#BouncingBackTogether https://t.co/SEk1QQB73r"
1038,2022-04-14 16:38:55+00:00,cmon_droit,Cmon_Droit φ 🆕UP🐢🐢🐢🇨🇵🧹🧹,,fr,"@SudRadio @ELevyCauseur @francoisedegois @JLMelenchon Bravo à Françoise Degois. J'ai vécu longtemps dans les cités et oui les musulmans en l’occurrence ont besoin d'être considérés ils ne sont pas radicalisés en grande majorité, en revanche E. Levy est insupportable et bien plus radicalisée que certains, limite vulgaire !"
1039,2022-04-14 16:30:40+00:00,TimickDF,Timick,2ème étage.,fr,"@SudRadio @ELevyCauseur @francoisedegois @JLMelenchon 😁
Niveau argumentation, mettre F. #Degois face à E. Levy, c'est un peu comme si tu organises un 100m entre Usain Bolt et un escargot.
#Melenchon"
1040,2022-04-14 15:42:40+00:00,kobby1909,Capricorn.💙🌹💯,"Kumasi, Ghana",tl,"@QuameKwakye @IamVerlardean @Afia_Dimple @dede_girlxx @AkosuaDierich @mr_wemz E levy aboa mo oo
😂😂"
1041,2022-04-14 15:40:40+00:00,_LoveDoctor,Quame Kwakye❤️ 💰 💦,"Accra, Ghana",en,@kobby1909 @IamVerlardean @Afia_Dimple @dede_girlxx @AkosuaDierich @mr_wemz We like it that way no e levy 🤗
1042,2022-04-14 14:51:20+00:00,Saitsa3,c est ca,Ici,fr,@SudRadio @ELevyCauseur @francoisedegois @JLMelenchon Elle est usée la E.Levy.
1043,2022-04-14 14:32:00+00:00,PrinceDavidOsei,H.E Prince David Osei,"Accra, Ghana",en,@gwiafe @Joy997FM 😂😂😂 are the fowls paying E levy too 🤦🏾🤦🏾🤦🏾
1044,2022-04-14 14:20:04+00:00,Shadrachavorkah,Bryne,,en,@viewsdey The change no we go take dash E- Levy
1045,2022-04-14 14:18:55+00:00,GhStandard,GhStandard.com,"Accra, Ghana",en,"Tax expert, Fred Kwashie Awuttey has revealed six legal ways Ghanaians can reduce the risk of exposure to the controversial Electonic Transactions Ley alias E-levy tax. 
https://t.co/0IPnLspRPW 
#Elevy"
1046,2022-04-14 13:53:09+00:00,MonaQuartey,Mona Quartey,Accra,en,"@quofimanifesto @SethTerkper @samgeorgegh @S_OkudzetoAblak @SammyGyamfi2017 @DzifaGUNU @TheoQuartey @godsbonafide @hughes_onair @edemagbana @Joe_Jackson_GH The issue is not about a good or bad tax policy. The e levy policy, is not efficient NOW when Ghanaians are being encouraged to go cashless. Also, the  projected cash flows don’t support any  significant reduction of budget deficit. At best, It is a nuisance tax."
1047,2022-04-14 13:31:19+00:00,apost_frank,Frank Ofori,"Central, Ghana",en,@SaddickAdams In Ghana they are taxing our sweat money to pay themselves. E levy
1048,2022-04-14 13:20:04+00:00,OneAfricaHQ,One Africa ☝🏿,"Cape Town, South Africa",en,"#Ghana: Salaries paid through #MoMo will attract E-Levy – @GhanaRevenue . #Elevy #MobileTax
https://t.co/N5mbJTe7kJ"
1049,2022-04-14 13:15:16+00:00,patriotic_wing,PM24,,en,"E- LEVY EDUCATION CORNER 

YOU WONT PAY ANY E-LEVY WHEN YOU WITHDRAW YOUR MONEY OR CASHOUT FROM YOUR MOBILE MONEY ACCOUNT 
#ELECTRONICLEVYFACTS"
1050,2022-04-14 13:12:11+00:00,KojoDessyy,KD✌️🇬🇭,,en,"@Kwesi_Agyei_ @YAbbanx @ikbonney @NAkufoAddo @PantherLordGh So In this form what happens when you are sending from a momo agent to someone, are you required to pay the e levy plus the normal charges?"
1051,2022-04-14 13:01:04+00:00,KingKam81926578,King Kamal,"Accra, Ghana",en,@Opresii To be use to collect e levy
1052,2022-04-14 12:54:31+00:00,AgyemanDuahkwa4,Agyeman Duah kwabena,Telaviv Israel ,en,@ama_serwaaa ok if you love E levy is good because all developing countries uses tax to develop their country
1053,2022-04-14 12:30:14+00:00,GeraldCrack,Not Nice,Behind You,en,@Tweneboah305 This one dier he nor go take do example oo. If like them also pass E levy like it be fake for them. Forkin people.
1054,2022-04-14 12:19:31+00:00,Reemsen12,Reem Sen,,fr,"@francoisedegois @SudRadio @ELevyCauseur Pourtant quand E.Levy parle, on dirait qu'elle n'a plus toute sa tête..."
1055,2022-04-14 12:16:32+00:00,sbnblu,Sbnblu 🐢 🆙️,,fr,"@SudRadio @ELevyCauseur @francoisedegois @JLMelenchon Merci @francoisedegois pour avoir déroulé vos arguments dans le calme…ben oui E Lévy qui depuis des mois déverse sa haine des musulmans et de Melenchon, elle n’avait pas son pote Pascal Praud pour la soutenir…des heures à idolâtrer Zemmour, ça rend méchant !"
1056,2022-04-14 12:07:42+00:00,troisfoisriens,Cannet,"Paris, France",fr,"Très bonne analyse de E Levy sur LFI le parti pro musulman
https://t.co/QqDe2wTF3G"
1057,2022-04-14 12:05:31+00:00,CanalOblik,CanalOblik φ🔻 🐝 #UnionPopulaire #JLM2022🐢,France,fr,@francoisedegois @SudRadio @ELevyCauseur Merci Françoise pour votre argumentation claire face E Levy qui ne fait que vociférer ses propos réactionnaires
1058,2022-04-14 11:40:47+00:00,nyaika256,Zero Chills,Uganda ,en,Elon musk just made an offer to buy twitter $41 Billion. Nana Addo can do that with the E - levy ngl
1059,2022-04-14 11:38:07+00:00,Korsogyimi,Presdoo🇬🇭,Peduase Lounge ,en,Elon musk just made an offer to buy twitter $41 Billion. Nana Addo can do that with the E - levy ngl 😳
1060,2022-04-14 11:37:53+00:00,Oskwamzz,O.S (Nana Kwame),,en,"@avres_tello Good strategy by the way, he fit forget e levy then link these people for revenue collection easy"
1061,2022-04-14 11:35:01+00:00,AlexKiddzz,AlexKiddzz,,fr,"@francoisedegois @SudRadio @ELevyCauseur E.Levy, elle était encore bourrée... de la veille?"
1062,2022-04-14 11:20:19+00:00,peacefmonline,Peace FM Online,Ghana,en,Tax-YouTube-Bloggers-Online-Businesses-After-E-levy--Mark-Okraku-To-Govt https://t.co/ivYxfLJfB0 https://t.co/ZEzMocpdQx
1063,2022-04-14 11:17:35+00:00,MRicouti,marti ricouti,,fr,"@francoisedegois @SudRadio @ELevyCauseur Moi aussi je vous apprécie malgré que je donne raison  à E. Levy.
Le changement radical de position de JLM sur la laïcité ces dernières années correspond à une stratégie qui s'est révélée gagnante. C'est  un fait."
1064,2022-04-14 10:40:23+00:00,God_is_shite,kwabena Wil,,en,Our continent is a joke and laughing stick …we can’t take these  absurdities anymore 🤨..:#e-levy #fixthecountry #nanaaddo https://t.co/A1nQObJgN8
1065,2022-04-14 10:29:02+00:00,adamsaibu360gha,Dr Adam Shaibu,GHANA,en,"@SaddickAdams E Levy is not a must,if you want you pay if you don't you wouldn't pay, 
Some of the tricks are this,
Go MTN ,voad or tigo office with your Ghana card, bey ten sims with each net work, register them and Sheer them to your business partner.
Send money's to them,no e Levy charges"
1066,2022-04-14 10:05:34+00:00,yao_dg,Yitso 💀,On Top of The World ,en,The E- Levy doesn't cover POS transactions? https://t.co/Ktd9cbplmT
1067,2022-04-14 09:32:55+00:00,SBrother27,Ade 🇫🇷 🇨🇻 🦈,Berlin,fr,"@francoisedegois @SudRadio @ELevyCauseur quelqu'un sait si elle a roté, á la fin l'alcolo de E Levy ? 

elle s'est vènere face à un argument simple et basique, merci Francoise"
1068,2022-04-14 09:29:33+00:00,Shmadd6,Shmadd,,und,@hughes_onair On the e levy akoa agyimi 😂😂😂
1069,2022-04-14 09:26:40+00:00,LePekinMoyen,NOMU 🐝🐝#FreePalestine,,fr,"J’ai découvert récemment @francoisedegois et ses interventions,toujours pertinentes font toujours plaisir à entendre. Ici contre le fantasme de islamogauchisme et communautarisme supposé du vote #FI de l’inénarrable E.Levy. https://t.co/VOSI4JLvtR"
1070,2022-04-14 09:12:13+00:00,CharlesDonkor1,Charles Donkor,,en,"A very blessed good morning to you fellow Ghanaians.
We are not taxing to people we are taxing industries. So when did the people become industries?
Once again good morning from 
E - Levy FM 1.50 MHZ. 
Stay tuned for more update."
1071,2022-04-14 09:05:25+00:00,francescaventu5,francescaventurini,,fr,@francoisedegois @SudRadio @ELevyCauseur Non E Lévy est une raciste d'extrême droite alcoolique
1072,2022-04-14 09:01:58+00:00,WorkWithSimpey,Kwesi Osei Simpey,+233🇬🇭,en,"@KwameTha If he's is accepting that the 17% was removed from real estate is correct  then he should use that same principle for the others. 

Soo simple... the E levy example doesn't do justice to the issue."
1073,2022-04-14 08:43:03+00:00,mistaboagye,Mr. Aboagye,"Accra, Ghana",en,"That stupid woman defending the E levy at the tescon rally just said in a nutshell ""I am rich and I can pay"" so what's the problem and because she was eloquent and rude you ppl think she's smart.."
1074,2022-04-14 08:39:17+00:00,Officialabsy,RASTYKRED,I Dey,en,Am very sure he and his gang of thieves came up with this fuckimg shit/ E levy or whatsoever forking man https://t.co/EETWpdynP7
1075,2022-04-14 08:35:33+00:00,DatAflaoboy,#SteveNani,"Accra, Ghana",en,"#Elevy is not compulsory. Find out how you can avoid it in six simple ways. 
#TaxAvoidance is not a crime. 
What do you think about this? https://t.co/IRGMT2YGOU"
1076,2022-04-14 08:32:59+00:00,mrr_cruyff,Gerald🎳⚜️,,en,Where from this dumsor ... I thought #elevy has been passed 🚶
1077,2022-04-14 07:58:05+00:00,koffy_peter,Koffy Peter,,en,Whatsap me on 00233541940042 for your exclusive outfits ..e- levy is coming in this ashawo season lol https://t.co/oxfZqsC6Sm
1078,2022-04-14 07:10:12+00:00,aa_rafiu,Abdul_Rafiu,"Accra, Ghana",en,"@Mcvoo2 I understand this whole e levy thing is alien to principles of tax as we know it today; But for me it makes it does make lot of sence given the nature of our economy.

Now we also know that this is an extra burden to the those of us already paying those extortionist income taxes."
1079,2022-04-14 06:56:15+00:00,elormclifford,Elorm Clifford,,en,Give the transport fare to her friend when their leaving 😂She will never come with her again 😂😂#elevy #ThePartysOver #Apologies @dyke_diaries @shattawalegh @AmgMedikal
1080,2022-04-14 06:52:06+00:00,toriious,Ɔbaasima Victoria 🤍,"Buckingham, England",en,@ats3omiAnaanu Really 😓. So they have put that e levy into action now?
1081,2022-04-14 06:33:02+00:00,General_K23,EL GENERAL🇬🇭,"Greater Accra, Ghana",en,"@NanaYhaw_ @GeorgeAnagli Lol he not suggest that in the 1st place

The end game is that The funds will be misused

Big man said that they will account for e levy 

So other sectors??"
1082,2022-04-14 06:11:49+00:00,NanaYhaw_,NanaYhaw,,en,"@General_K23 @GeorgeAnagli The above statement by Mantey is something like ""if we citizens are being taxed on the E levy, why is the online activities that is earning a lot like YouTube left out?"". That is my understanding to what he said"
1083,2022-04-14 06:08:39+00:00,NanaYhaw_,NanaYhaw,,en,@General_K23 @GeorgeAnagli Ohhh you misunderstood me Engineer. I'm not speaking for the E levy or against it. My point has to do with taxing the online activities like YouTube that some countries have implemented. That has got nothing to do with taxing the citizens or whatever but the online companies.
1084,2022-04-14 05:32:18+00:00,ghanamma,Ghanamma.com,,en,Just In: Why some digital payments in Ghana would be exempted from the E-levy- See more - https://t.co/NfzpLLiFvr https://t.co/6ltvtPbs5N
1085,2022-04-14 05:20:09+00:00,General_K23,EL GENERAL🇬🇭,"Greater Accra, Ghana",en,"@NanaYhaw_ @GeorgeAnagli No 1 is Ignorant that taxes build a nation

Yall need to stop saying it like dem no dey tax we from waaaay back
E b e levy way go change the fortunes of this country???

Damn it"
1086,2022-04-13 21:46:24+00:00,iverest233,PROSPER IVEREST,"Grand Casablanca, Morocco",en,"#PointofView 
@benkoku Ok, I am sending 500Ghc to someone. I add 5Ghc (telco charge) because I want the person to receive exactly 500Ghc. I then add 6 cedis as charge for e- levy. But it gets interesting here. The e-levy charges on 406. Receiver is shortchanged in the end. Phew!"
1087,2022-04-13 21:32:41+00:00,Nyasor_Frank,Nyasor Frank,"Tema, Ghana",en,"Good @benkoku 
Please I hear there is limit of of 3000 within a month beyond which you pay E levy. Will the E levy be calculated on all the 3000?
#pointofview"
1088,2022-04-13 20:49:50+00:00,Ghanaian_Edward,Edward,Ghana,cs,"@CitiTVGH E-Lévy foods

#Elevy 
#E-levy https://t.co/avMg5PT8lJ"
1089,2022-04-13 20:36:53+00:00,its_comoo,Nii Tɛtɛ,Ghana,en,We all Taya we dey wait e levy make e fix everything! https://t.co/tVNtZNIY5q
1090,2022-04-13 20:21:56+00:00,JehuYeshua,Jehu Yeshua,,en,@JoyNewsOnTV This ruling of the SC on Assin North MP is no  surprise at all. The 5-2 decision was staged just to give some credibility to SC. The number game in Parliament will continue to play out. After E levy what else? The masses have power to fight for their right without recourse to SC.
1091,2022-04-13 19:55:49+00:00,EmefaHaggar,Emefa Haggar Amartey,,en,I am not agreeing to the E levy they want bring starting from 1 may
1092,2022-04-13 19:11:55+00:00,zlfttt,John Brown,,en,"@JoeDouggy @Kofivim1 She's just ignorant. Ignore the charge of rudeness. Reasons she's ignorant: 1. Comparing a food commodity to momo transactions. 2. Lying that the e levy would reduce borrowing, when it's in fact being sought as security to borrow more!"
1093,2022-04-13 19:10:58+00:00,MichelleBoitel1,Michelle Boitelet. Vaccinée Pfizer....Renaissance,"Vallauris, France",fr,"Tiens, ça copine avec E.Levy ?
Tu m'étonnes !🤮 https://t.co/pDu3uwwx3J"
1094,2022-04-13 19:07:09+00:00,Akorfa1ak,Yaa_ak,"Accra, Ghana",hu,@PulseGhana E levy 😎
1095,2022-04-13 18:55:09+00:00,KataniEmmanuel,Emmanuel Katani,,en,@Die4TheTruth @AnnanPerry I am losing hope right from the approval of Hawa Koomson to Kojo Oppong Nkrumah to the passage of E levy... I tire
1096,2022-04-13 18:49:28+00:00,amjoeboi,joe boi,,en,@kwadwosheldon Ur head like e levy wai 😀
1097,2022-04-13 18:07:26+00:00,nsemwoghana,Nsem wo Ghana,Accra - Ghana,en,"Tax YouTube, online businesses after e levy – Mark Okraku to gov’t https://t.co/ZfH3J9F7eP via @YouTube"
1098,2022-04-13 18:04:14+00:00,OperaNews_GH,Opera News Ghana,"Accra, Ghana",en,"I Won’t Pay E-Levy, I Will Withdraw All My Cash From My MoMo Wallet – Afia Schwar

https://t.co/ykdN9Bnde3

#elevy #afiaschwar #operanews"
1099,2022-04-13 18:03:49+00:00,24hrsSeth,Christ Is Coming,,en,"@dannyaslan124 @Nana_Kwame98 has supreme court ruled that he must not sign the e levy and he went ahead and did it,where is the equalization here,some of u i don’t know how you understand certain things,i pity him because none of u will accompany him to nsawam prison"
1100,2022-04-13 17:50:30+00:00,MENSAHP65808279,MENSAH PETER (MASTER PLANNER),,en,@GCBBankPLC Will the ATM be affected by e levy? I mean will one pay e levy for ATM transactions?
1101,2022-04-13 17:42:05+00:00,trigmaticrocks,TRIGMATIC,Ghana-Accra,en,@AmeyawDebrah Oh killer! They tell am not to park for the Chief Justice in parking space but he still parked. As security come talk he beat two for inside so they wan punish am small. Also he didn’t  tweet about  E levy.
1102,2022-04-13 15:24:56+00:00,BerlyhG,Naana's kitchen Gh,,en,@GiovaniCaleb Need an education on e levy please does it affect remittances???
1103,2022-04-13 14:56:23+00:00,GhanaPIug,Ghana Plug,"Accra, Ghana",en,"Deputy Minister for Tourism, Mark Okraku Mantey, has called on government to focus on taxing YouTubers and Online investors now that the electronic levy has been successfully passed #Elevy https://t.co/lQ8Jja5YsL"
1104,2022-04-13 14:30:49+00:00,_nixv,Nig.,🇬🇧🇬🇭,en,Loading for e levy revs https://t.co/GBdiJW4PNA
1105,2022-04-13 13:53:59+00:00,e_levy_22,Abena 🌹,Invicible,en,@kojojonesmensah Interesting
1106,2022-04-13 13:15:06+00:00,IconicSark,Iconic-Sark,,en,Hookup is an electronic way of ashawo 😂😂😂ashawo mu E levy😂😂😂
1107,2022-04-13 13:14:12+00:00,NkwantabisaHene,NanaBa,"Palmyra, NJ",en,@PulseGhana This government should be very transparent in the use of the E Levy tax and I tell you we will pay every tax the government will impose on us again
1108,2022-04-13 12:59:15+00:00,OISLGhana,Opportunity International Ghana,D765/3 Kwame Nkrumah Ave,en,"Who pays the E-Levy 🤔? How does the Government collect the E-Levy 😐? Watch this video to answer all your questions about E.Levy

Like and follow us for more content like this 

#OpportunityInternationalGhana https://t.co/FnnEueXUii"
1109,2022-04-13 12:26:03+00:00,Gharticles,Ghana News Place 🇬🇭,Ghana,en,NEWS I Will Deactivate My MoMo Account Because Of E-Levy – DKB https://t.co/LxSHRLq7xQ #GhShowbiznews #ShowbizArticles #DKB #DKBGhana #Elevy GH ARTICLES
1110,2022-04-13 12:08:35+00:00,cubanjamesbond,Ampem Babinski,"Habana, Cuba",en,@FAgagle Eiii…You take the E levy money buy house???
1111,2022-04-13 12:02:09+00:00,IconicSark,Iconic-Sark,,en,@I_Am_Winter Hookup is an electronic way of ashawo😂😂😂ashawo mu E levy 😂😂😂😂😂
1112,2022-04-13 12:01:17+00:00,Ayt_miles,4kBöi⏺,"Greater Accra, Ghana",en,@AddyMavis abi the stomach too dey pay E- levy
1113,2022-04-13 11:46:54+00:00,AmeyawBulldoc,Ameyaw Bulldoc,Ghana,en,When will we start paying the E levy ?
1114,2022-04-13 11:27:05+00:00,NiiStallon,Nii Stallon,"Eastern, Ghana",en,"@FiankoHenry @AnnanPerry @kwakurafiki2 This is very serious ooo, those supporting the E levy can't tell how it will work 

Herrr Npp"
1115,2022-04-13 10:51:55+00:00,YouthAllianceM2,Volta Youth,"Tema, Ghana",en,When you start paying  your e levy 😄. You get problem  with that? 😆 https://t.co/wsm8EHs7yJ
1116,2022-04-13 10:39:33+00:00,MVDIS1,Vallée,,fr,"@EmmanuelMacron E.Levy sur Cnews à 12 h 30 ce mercredi, vient d'expliquer que vos passages télé sont préparés....les questions sont imposés ??? J'espère qu'il y aura un procès."
1117,2022-04-13 10:33:10+00:00,monique_combes,combes monique,Limoges ,fr,@CNEWS Je m oblige tous les jours à regarder pour voir jusqu ou vous pouvez aller. Entre les chroniqueurs de Praud ( saufLaurent joffrin)  e levy la poissonnière de service  le coq insupportable k bosquet ch Kelly. Quelle belle exemple d une chain extrême droite décomplexée. intéressant
1118,2022-04-13 10:26:08+00:00,kojomiles_,kojo Miles,Ghana,nl,Nipa wc plans enso e -levy. Ow.
1119,2022-04-13 09:54:58+00:00,mrklassonline,MR KLASS,"Accra, Ghana",en,@kofisikaa E levy network ooo
1120,2022-04-13 09:22:20+00:00,wayne_addo,Solomon Offei Addo ⚡️👨🏾‍💻🧩,Earth,en,"@Efiaodo1 when E Levy passed. 
If you have sex with your partner, do you get pregnant the same day and give birth the same day? 
Let's think a little."
1121,2022-04-13 09:06:21+00:00,FocusSeth,seth_focus,,en,"2010 Honda fit 
Accident free 
1.5L engine 
Automatic Transmission 
Ac freezing 
Strong engine 
Airbags intact 
Nice interior and exterior 

Price 37,500 negotiable

Call or what’s app 0241246690 for more info 
—————————————-
#BuildingGhanaTogether
#EducateGhana
#Elevy
#Citicbs https://t.co/Imp9lMZclx"
1122,2022-04-13 08:21:10+00:00,iamyungbully,₿iG฿🦅😇,Nigeria,en,"Ghanaians don't need #ELevy in this wicked times
Ghanaias are suffering😢
#elevymustbedropped"
1123,2022-04-13 07:19:40+00:00,JideMawutor,Dzide,"Accra, Ghana",en,"I got curious so I downloaded my MoMo statement for 2021 and did some analyses. 
The Effective MoMo Charge was 0.44%p.a. 
Now I have to pay more than 3x the charge in taxes.  #eLevy #Ghana"
1124,2022-04-13 06:48:41+00:00,Clafe64,Clafe,,fr,"@manni477 ""É. Lévy, a publié une photo de cinq bébés noirs ou d'apparence métisse avec pour légende « Souriez, vous êtes grand-remplacés » "", oui, elle est raciste. Le type de personne qui dirait comme Netanyahou: Hitler ne voulait pas tuer les juifs et c'est la faut aux palestiniens🤐."
1125,2022-04-13 06:06:19+00:00,kwameforson14,Albert Forson,takoradi ghana,en,@FiankoHenry E Levy does not affect 100 cedis transfers
1126,2022-04-13 05:28:47+00:00,EKadzika,Emmanuel Adzika,Ghana,en,"This whole e levy thing is so annoying...

What kind of pick pocket robbery tax is this self...??? https://t.co/YwI9v8C03y"
1127,2022-04-13 04:18:27+00:00,JACCITEK1,JACCITEK,,en,@PulseGhana Is it E- Levy alone u will account for? what about the borrowed  monies.
1128,2022-04-13 04:10:09+00:00,NanaKay46,En kay,"Greater Accra, Ghana",en,@Opresii Thinking e levy will solve Ghana's problem
1129,2022-04-13 03:45:06+00:00,Danielkwaw61,Daniel kwaw,,hu,E levy https://t.co/zpyN9cndVM
1130,2022-04-13 03:29:49+00:00,IamVincentAdofo,Sent® One,Worldwide,en,"This woman's explanation brings clarity to the e-levy discussion. However, the fear of many Ghanaians, I believe, has got to do with how many have seen national resources been used in the past.

#elevy https://t.co/9j6U8RXAUj"
1131,2022-04-13 02:19:13+00:00,walder1966,Walder Nascimento🌹,"São Paulo, Brasil",pt,"Não tem jeito, esquerda é esquerda - direita é... bem direita é Meirelles, é Levy, é Alckimin, é Eunicio, é Renan, é Gedell... se alguém provar para mim que Petê é esquerda eu apago o Tuíte. 
#CiroUnicaVia https://t.co/sns0ojUJcf"
1132,2022-04-13 01:43:56+00:00,izkm02,Don Diego De-kojovic,,en,"I Thank God for 1000 followers on this bird app.
Its about time.
Liverpool || Chelsea || Mourinho || e- levy. https://t.co/49dFZD4ta2"
1133,2022-04-12 23:43:44+00:00,Corneli42507702,Cornelius Dadzie,,en,@NPP_GH How do I pay my E levy? Thank you.
1134,2022-04-12 22:48:16+00:00,hiiilite,TIMHiiilite,,en,@KinaataGh Against..may God bless u with E levy..🙏
1135,2022-04-12 22:27:42+00:00,Khin_Cypher,Yaw_Cypher,"Accra, Ghana",en,@dou_boi @hughes_onair You are  a mu mu man something to mk u understand the e- levy and u say it doesn't make sense  .Simple example like this what else can u understand?
1136,2022-04-12 22:07:37+00:00,SCOPINA1,ERIC DOGBE,"Sekondi Takoradi, Ghana",en,"Interesting times ahead!!!🤔
#ELevy 
#FixTheCountry 
#Whew
#JohnniesBite https://t.co/JEtq3Ez9Q0"
1137,2022-04-12 21:58:46+00:00,Alfred246112,Alfred Mensah,"Uki, New South Wales",en,@dkbghana @kessbenmedia God bless you bro. It's something serious oo. They expect us to pay e levy so they could colateral  it to borrow. Then later steal  them for campaigns. God will punish them baako baako baako.
1138,2022-04-12 21:57:47+00:00,owurakumicheal,owurakumikkie 🇬🇭,,en,"Look at the way Manchester United fan's are coming out like e levy ,,"
1139,2022-04-12 21:53:50+00:00,adriano2182,Adriano,,pt,"@diogomainardi Pra mim isso é falta de amor próprio, se prestar a esse papelão.
Eymael e Levy Fidelix não fariam isso."
1140,2022-04-12 21:12:12+00:00,DonTseyTsey,Rex,BEER ,en,"Oo  @NAkufoAddo, you take your light like that? 

Upon all the E Levy.  Lol"
1141,2022-04-12 21:00:01+00:00,PulseGhana,Pulse Ghana,"East Legon, Accra, Ghana.",en,"Economist Professor Stephen Adei adds his voice to the electronic transaction levy (E-Levy) debate.

More here: https://t.co/oycjQPghdD

#PulseNews #Elevy https://t.co/TzwK4fifjS"
